comments	label
야 지랄 마라 지금 세월이 30년인데 헛 소리 여	1
야구나 잘해라 먹튀색야	5
야구할 때도 약속한 플레이 하자고 저런 제스처 하는데 이 제 저런 손 모양 하기만 하면 기사나겄 네 기레기 수준 잘 봄	5
야는 슴이 약한 게 흠	6
야는 안돼 당구도 친다며 그럼 포커도 할 건데 당구장 다녀본 사람은 알듯 틀렸어요 야는	3
야는 연기가 항상 그러해 그냥 그래 변함이 없어 그냥 그래	1
야야야 꺼져	5
야 어린 기 뭘 안다고 소극 ㅡ만 하고 내러 와	3
야 이 기리기 새끼야 제목 똑바로 안 쓰냐	4
야 이 멍청한 개 돼지들 아 블핑이 돈이 안 되니 그나마 반응 있는 제니 밀어주는 거 아니냐 ㅠ 양 사장이 매일 밤마다 위스키 들이키며 눈물을 흘린다는 데 속 좀 이해해주라 ㅋㅋㅋ	5
야 이 방구석 폐인 주부들 아 집에서 애나 쳐봐 남편 도움 탓하지 말고 한 심한 것들	2
야 이 호구들 아 이익 안 남게 9000 원 했겠냐 등신들 많네 ㅋㅋ ㅋ 한심하다	5
야하긴 개뿔 더럽게 늙어서 결혼 못 하는 이유는 다 있음	2
야한 게 아니라 더러웠다고 ㅎㅎㅎ 그래도 헤어드라이기 본인만 쓰면 괜찮아요	5
야한 게 아니라 더럽던데 치킨 먹다 입맛 떨어짐	5
약간 설리 코스프레 하는 거 같음 얘 요새 설리처럼 관종이 되고 싶은 건가 싶음	3
약 년 아 ㄲㅈ	2
약속할 때 엄지가 위로 가지 아래로 가지는 않지 하하는 약속할 때 엄지가 아래로 가냐 하하다 그랬다 공인이면 좀 더 신중했어야지 평소 행실이 드러나는 거 같은 의혹을 살 만한 부분이라고 본다	3
약쟁이 범죄자인데 티브이에 나오네	4
약쟁이 빨아주는 국뽕 개돼지들 ㅉㅉ	4
약쟁이 엔터테인먼트도 한 번 탈탈 털지 어찌 아냐 그쪽은 블랙 핑크 위너 아이콘 다 약쟁이들 일 수도 있잖아	4
약쟁이 잘생겼네	5
약쟁이들이 컴백한 게 잘못된 거지 걔 네들이 컴백했다고 얘도 해야 하는 법이 어 딨음	4
약 태환 예능 나오네	5
약 태환 이 미 내 머릿속에선 지워졌다	1
양기원 웬 듣보잡으로 어구로 질이냐	5
양녀 롤이면 재산도 물려받고 미래 생각하면 개이득이지	3
양다리가 잘못됐나 난 일부다 처제 우리나라에 도입해야 된 다 나처럼 매력 있는 사람은 여 자 하나만 있는 게 아깝고 여자들 한데 불행이고 경제적 손실이 다 제도만 바뀌면 30명 정도 사귀어서 매일 바꿔서 하고 싶다	2
양다리든 쓰리 다리든 뭐가 문제지 사람 여럿 경험하는 게 나쁜 건가 없다고 하면서 속인 게 잘못이라면 몰라도 결혼한 것도 아니고 웃기셔	1
양동근 자체는 사실 실력 아이돌 급도 안 되지 근데 지금까지 쌓아온 이미지랑 무대 물량 공세 때문에 우승한 듯 솔까 노래 잘하는 사람을 어떻게 이 김	3
양동근 무대 괜찮았음	0
양배추 아닌가	0
양복 ㅋㅋㅋ 정준호 답다	0
양 사장이 딱하다 왜 가수들이 그 모양이냐 애초부터 회사 들어갈 때 마약 조사하고 계약해라 회사 망신 다 시키는구나	3
양 세 마리 강 라인을 탔어야지 유 라인은 한풀 갔어	3
양세종 살찐 듯	3
양세종이 ㅋㅋㅋ 잘 가라	1
양세종이랑 안효섭 같이 있으니까 안효섭이 진짜 아기 같더라 선배 이 뿜뿜 양 세종 시즌 3에서 다시 봅시다	0
양세형 빨갱이인 줄	5
양세형은 개그맨인데 괴짜 미친놈이 뭐 어 때서 그런 타이틀이 서운 함 개그맨 못하지	3
양세형은 아니다 승기 아니면 성재지 세형은 까불까불하는 거 그거 하나 다 노래는 진짜 아니다 승기 노래 듣을 수 있어서 너무 좋았음	0
양세형이 센스는 있는데 인성이 별로라서 수상 소감만 들었을 때부터 비호감	1
양씨 털고 다음엔 반드시 방 씨 털어야 된다	5
양아 차 색기 그래도 팀이었다면 그냥 아닥하고 살어 왜 바람 핀거 묻을려고 인 성진자 안 좋다 잉여자 좋아하면 다 그러냐	2
양악 수술 권합니다 진심 이 쁠 거 같아 요 이목구비는 진짜 이 쁜데 ㅜㅠ	3
양악 수술이나 하고 나와 구토 나오니까	5
양에겐 무관심이 답이지	0
양예원 실장 자살한 거 보면 안타깝기 그지없다 언론이 그렇게 욕했지만 결국 무죄로 오히려 꽃뱀들 감방 보내고 이 병헌도 잘만 인생 살고 있는데 그것도 꽃뱀한테 사과문도 받고	2
양주일 씨 싫어하는 것도 아니고 괜찮은 분 같긴 하던데 유튜브며 뉴스며 왜 그렇게 띄워주는 지 의아함	0
약 준 일이 뭐 잘나가고 그런 건 상관없는데 그렇다고 표절곡을 대 놓고 방송해주는 건 아니잖아	1
양준혁 파이팅	0
양 지원이랑 조정석은 옛날에 사귀었었어요 뮤지컬 하면서 거미 만나기 전 조정석 유명하기 전에	0
양현석 재평가	0
양현석 저리되고 박진영 인성 재평가되는 중	0
얘 관상 안 좋다 뭔가 터질 게 있을 거 같다	3
얘 누군데	1
얘 때문에 블핑 성형 금지 조항 붙은 거잖아 ㅋ 엔 간히 좀 하지	1
얘 뭐 구속이고 뭐고 치료 좀 해야겠던데 얼훌지 이미 중독 증세임 환각 증세 보이겠던데 아픈 애 데리고 뭘 자꾸 조사야 누가 시켜서 했든 뭐 하든 똑같이 한 걸 왜 얘가 억지로 했다는 자백 받아야 황 하나 풀어주니까 ㅎㅎㅎ	5
얘 아직 하나 흑인 공대생 간호사 비하	0
얘 아직도 쿨한 척 멋진 척하냐 그래 봤자 이수경한테 열등 감 느껴서 방송에서 온갖 히스테리 부리며 비꼬는 그 인성이 진짜인 거 누가 모를까	5
얘 전에 후원자랑 뭔 일 터졌던 거 같은데 벌써 결혼 이야 ㅋㅋ 그 일 있고 나서 완전 비호감 됐는데 이 왕 이렇게 가는 거 은퇴도 같이 하는 건 어때 이미 논 외로 친지 오래라 ㅋㅋ 잘 가라 어차피 관심 밖인데 그냥 짜여 있기를	5
얘 진짜 선 넘으면서 개 해 오버 하더라니 결국엔 사고 쳤네 성규가 아니라 성구더라 아나운서계의 철구 ㅉㅉ	4
얘가 누군데	1
얘가 뭔데 기 삿거리가 되는 걸 써라	1
얘가 예쁨	1
얘가 뭔 죄 고 맷퇘지들 아ㅋㅋㅋ	2
얘네 근데 너무 오버들 떨긴 하네 ㅋㅋㅋ 이해가 간다 소속사가 슬슬	0
얘네 둘이 감정 선 호흡이 너무 좋다 드라마 끝나고 사귈 수도 ㅎㅎㅎ	0
얘네 팬덤만큼 완장 질의 법적 대응 잘하는 가수도 없지 나이 때가 할미 꼰 머들이라 생각 자체가 굳은 듯 ㅋ 유연해질 필요가 있어요 인기가 항상 멈춰 있는 것은 아닐 테니까 ㅋㅋㅋ	4
얘네는 말라서 안 야 함 화사 같은 애들이 야 한 거지	2
얘는 그냥 볼 때마다 입 째 진 조커 같든 뎈ㅋㅋㅋ	5
얘는 거세가 답이네	5
얘는 그게 문제가 아닌데 ㅠㅠ	0
얘는 너무 젠틀하고 아내한테 잘하고 돈 잘 버는 자상한 이미지의 오상진이랑 결혼해서 그런 가 ㅋㅋㅋ 얘도 이 쁘고 똑똑하고 야무진 대 줌마들한테 진짜 욕 먹네 ㅠㅠ 안쓰럽다 댓글 안 봤으면 다 열 등 감임 ㅠㅠ	6
얘는 누구 고 김도훈은 누구냐 축구선수	0
얘는 듣보잡인데 ㅡ 아침부터 기사 메인 이야 재혼하든 말든 문제가 모여 그렇다고 댓글도 별로 구먼 밀어주는 거야	3
얘는 먼데 방송한다고 난리 고쳐도 서세원이야	5
얘는 솔직히 전현무가 업 글시켜준 거지 지 주제에 무슨 아나운서랑 사귀겠어 ㅎ 네 수준에 맞는 남자 만 나라 야구선수 같은 ㅋ	6
얘는 스타성이 없진 않은데 뛰어나온 입이 영 촌스럽다 양악수술하고 나오지 방송 보면 뛰어나온 입 때문에 늘 촌스러워	4
얘는 왜 자꾸 쓰는 거냐 맨날 뻔한 소리만 앉아서 하던 데	1
얘는 왜 이렇게 매사 감성적 이야 ㅉ	0
얘는 좋겠다 군 생활하고 있어도 건물주라서 2년 동안 몇 십억 더 벌겠네	3
얘는 페리 예은 이 똥차 타령했는데 지금 경리랑 연애 중이라니 언니들 당연히 부들부들하지 ㅋㅋ 네댓 인지 부조화 꼬락서니들 봐라 ㅋㅋㅋ 응 고소장 곧 가니 기 다려	2
얘는 기 본적으로 배우 자질이 안 갖춰져 있다 신인 이 무슨 논란이 이렇게도 않은지 그냥 말 일찌감치 배우 접고 일반인으로 살아라	3
얘는 목소리가 짜증 남	1
얘도 나쁜 놈이지만 술이 떡이 되게 남의 집에서 먹은 사람도 그러네 남자든 여자든 몸 간수를 잘 춰야 혀	2
얘도 뭐 입으로 훅 가겠네 조만간 넷플릭스 스탠딩 나온다던데 거기서 짤 되서 돌아다닐 헛 소리 몇 개 있으면 그냥 커뮤니티에서 씹히면서 빠빠 잉 분위기 나올 듯	4
얘도 인간성 드러나 네 이러는 것 보면 도가 지나쳐 깐 죽이 넘쳐 최가 그 안에서 외톨이였나	1
얘도 장 예원처럼 관종이 네 ㅋㅋㅋ 굳이 뭐 이런 거 올려 ㅋㅋ	3
얘도 제 정신은 아닌 듯	1
얘도 화사도 성 상품화 맞다 괜히 여자인 척 젠더 갈등 조장하지 마라ㅆㄹㄱ 뒤 에너희들 말이야 세상이 이 따위로 돌아가는데 딸 가진 부모 속이 참도 편하겠다 술집 여자도 아니고 옷이 저게 뭐냐ㅉ	2
얘들도 물들었네 그래서 연예계로 발 들이면 마약처럼 중독되지 너희들은 안 그러길 바랐는데	3
얘랑 아이유랑 둘 다 나이 많은 남자들에 대한 이 상한 뭔가가 있나 봄	2
얘보다 실력 있고 예쁘고 괜찮은 여배우 많은데 왜 자꾸 드라마 주연으로 나오는지	1
얘보다는 걔가 더 심하지 이 서원 성추행에 흉기 협박 경찰 조사 진행 중인 것 숨기고 음악방송 진행 드라마 촬영 진행 드라마 방영 직전에 기사화돼서 하차 재촬영해야 함 물론 음주운전이 잘한 건 아니지만	1
얜 1000 스폰 있다	4
얜 대사만 안 하면 볼만한데	0
얜 또 왜 설쳐대 조용히 살지 모지란 놈	5
얜 뭔데 자꾸 기사가 나는 거야 스폰이 빵빵 한 가 봐	3
얜 아무리 봐도 여자로 안 느껴진다 이 성으로서 매력이 없어 얼굴 몸매 성격 다 안 끌려	2
얜 왜 기부를 항상 일본에만 하지 대체 왜 그러니 돈은 일본에서만 벌었니	1
어 어 뒤뚱뒤뚱 지축을 울리면서 구토 나온다	4
어 으 구질구질 구 혜선 씨 그만해요	1
어기여 차 방아를 돌려라	2
어깨 올리고 바보 같은 표정과 행동만 안 하면 참 좋은데	1
어느 사주가가 이 커플 결혼 2 3년 사이에 사이가 급격히 나빠져 이 혼 위기가 올 수 있다고 한 글을 봤는데 역시 사람 팔자 못 벗어나고 궁합이라는 게 있구나 싶었다	7
어느 정도 저분 말도 공감 근데 워낙 백종원 팬들이 많아서 대 차게 욕 먹으실 듯 말 잘 하시는 분이라 까이지는 않으실 것 같고 힘내세요	0
어디 여자가 팔에다 문신을 해	6
어디 가 청순 하도 고쳐서 얼굴이 인위적 그 자체 구먼 ㅋㅋㅋ	1
어디 가 폭발적인 화제를 몰고 다녔는데 나만 몰랐나 봄 기자들은 제발 연예인들이 자기 사진 올린 것을 퍼다가 기사로 내지 마라 그리고 송 중기가 찍어준 건지 지인들이 찍어준 건지 어찌 알아 같이 여행 갔기에 당연히 송중기가 찍어다는 건가	0
어디 가나 여자들 치맛 바람이 문제야 문제 미개인들 ㅉㅉ	2
어디 그 얼굴로 김태희를 같다 붙이 노 짜증 나 네 그냥 조용히 있지	3
어디다가 최수종을 들이 밀어 1년 만 살아보고 말해라	1
어딜 가나 재앙이 문제야 문제	5
어딜 봐서 임현주가 여우 좋아하는 남자 앞에서 표현도 못 하나	0
어떤 반응을 하더라도 러블리즈에게 관심을 가진 사람이 한 건데 그 관심에 대해서 끝까지 참아주고 인 내 해주면 좋았을 텐데 하고 생각도 들 고 동시에 그런 글 보고 당연한 반응을 했다는 생각도 들고 어쨌든 재미있는 주제다	0
어떤 이 유든 간 폭력은 정당화되어 선 안됨 남자 여러 명이 여자 둘 폭행한 게 맞을 짓 해서 때린 거라니 진짜 미 친 것 같다	1
어떤 기사에는 설현 닮았다고 ㅋㅋㅋ	0
어떤 년인지 아주 성격이 지랄 맞네 ㅋㅋㅋ	2
어떤 분의 의견이 이 해가 잘 되 질 않았는데 이 기사 보니 일리가 있네 그래도 남편이라고 박해 미가 좀 감싸려는 구석은 확실히 있는 듯 사랑하는 제자들이었다면서 그러시는 건 아니지 않나요 해 미 씨	1
어떤 연기를 해도 하이킥 벗어날 수 없네	1
어떻게 감히 송혜교를 상대로 협박하냐 남자 시 키가 정말 지 인지도 높이려고 첨부터 마음먹고 결혼한 거구먼 송중기가 참 영악하고 교활하다 거참	3
어떻게 기자 됐냐 제목 왜 이래 어 그로 끌어 조회 수가 중요하지	1
어떻게 연예 뉴스에 버트 레널즈 사망 소식이 없나	0
어떻게 저리 고급 지냐 얼굴이	0
어떻게 하면 저렇게 잘생길 수가 있지	0
어려서부터 몸매 관리만 엄청 신경 써서 정작 머리는 돌대가리일 수도 있을 텐데 공부도 신경 써주세요	3
어렵기는 했지만 홍진영의 목소리는 거의 찾았다 그런데 작곡가라 작자는 젼혀 못 찿 네 막귀냐 청력장애냐	5
어린 노무시 키가 자꾸 엄마 뻘 되는 여자한테 반 말하네	4
어린데 왜	7
어린 시절 가정 교육 못 받은 애들은 절대 그 본성을 숨길 수 없지	4
어린 여자가 여자로 보입디까 욕심은 끝이 없다	3
어릴 때 예쁜 얼굴 그대로네 흥하길 바랍니다	0
어머나 벌써 이렇게 컸네요 어머 어 쩜 고모 이쁜 것만 닮은 것 같아요 사랑스럽네요	0
어머니 진짜 고우시더라 수수하게 해도 이쁘신데 꾸미시니 부잣집 어머니 같으심 주름살도 그 연배에 많은 거 아니고 피부도 완전 백옥 외모만 보면 고생 1도 안 하고 관리만 하셨을 것 같이 고우심	7
어머니와 아버지가 꾼 돈은 잘 해결했나 난 김태희는 좋은데 비는 정말 사기꾼 같아서 별로	1
어벤저스 3이 마지막인 거네요 슬프고슬프도다 ㅜㅠ 고인의 명복을 빕니다	0
어우 난 남잔 데 저리 마른 여자는 좀 징그럽더라 살 좀 있는 여자가 건강미 있어 보이고 좋음	6
어우 캡처만 봐도 재미 없냐 어떻게	0
어이 아줌마 관심 없으니까 이 제 좀 조용히 살아라	3
어이없는 드라마 시청자 농락 하는구나	0
어이 난 너 를 잊어버린 건가	0
어이가 없다 20년 사귄다고 ㅋㅋㅋ 서로 사랑하는 건 절대 아니다	1
어이구 비호감 나오셨네 김지민 하고 러 브라인 타고 뒤에 선 다른 여 자랑 꽁냥 대니 좋았니 ㅋㅋㅋ	5
어이쿠야 방예담 얼굴이 성형이라도 시켜줘라 저 얼굴로는	4
어제 너무 재밌으시던데요 잘 봤어요 ㅋㅋ 뉴스에서 계속 볼 수 있으면 좋겠어요	0
어제 넘웃겻어 여 ㅋㅋ 특히 도전 골든벨 ㅋㅋㅋ 코요테 영원하라	0
어제 못 봤네 재방 봐야지 요즘 볼 거 없었는데	0
어제 정말 웃겼음	0
어제 우연히 염소 오리와 함께 사는 닭들을 봤는데 암탉들 알 품느라 일어나 지도 않더라 한 녀들처럼 게 을러가지고	2
어제 이 분 너무 잼 없던데 ㅠ	1
어제 재밌게 봤어요 가끔 본인을 위한 선물로 맘껏 드셨으면 해요	0
어제 방송 봤는데 정해 인보다 더 호감적으로 생겼던데	0
어제 보면서 한 혜진 전현무 불편했던 게 나뿐 이 아니었구나	0
어젯밤 집 앞 놀이터에 전라도 사투리 쓰는 5명이 서 담배 술 고성 노상방뇨 등 지구대 신고했더니 순경 두 명도 전라도 말투더라 흐미 홍어들 시상 이랑께	4
어지간히 하고 들어가지 연기는 참	1
어지간히 급했다	0
어째 7이랑 째 지고 시집 간다길래 잘 사는 갑 다 했다	3
어째 정용화보다 팬이 적은 거 같다 하긴 빅뱅 감투 내려놓고 솔로 앨범 내니깐 개망했었지 역시 지디와 아이들이었음	0
어째 갈수록 재미가 없어지네 성훈 박나래 편만 재미 났음	0
어쨌든 변제 의무가 없는 김영희가 나서서 피해자와 원만 하게 합의했으니 잘한 건 맞지 뭘 욕을 못 해서 안달인지 피해 당사자도 합의 한 건데	0
어쨌든 안 재현이 불쌍할 건 없음 구혜선 저렇게 만든 건 안재현이야	1
어쩌다 발견한 하루 기 대 중	0
어쩌라고 생활하는데 무슨 상관 있는지 나오지 마 나오지 마 이런 거 올리지 마 ㅣ ㅣ 정보 같지도 않은 정보	5
어쩌라고 탈세	1
어쩌라고 퇴물들 딱 이 이사를 가든 뭘 하든	4
어쩌라고 누군지도 몰라	1
어쩌면 도 긴 개긴이지만 이다해가 승리 아닌 승리네 ㅎㅎ	0
어쩐대 김 정훈 진짜 진아 좋아하던 것 가트만	0
어쩐지 1위부터 와 꾸가 빻 고 나머지들 와 꾸가 개 빻았길래 이 게 아이돌 이야 싶었는데 이유가 있었군 근데 3랑 4는 투표 수까지 조작이라 실질 범죄지만 1이나 2도 카메라 분량이나 캐릭터 잡아주거나 이런 것들 청탁 있었을 거 같은데	4
어쩐지 그 많은 빚을 2년 만에 갚더니 사달이 났네	0
어쩐지 급이 너무 안 맞는 데 김수현 파트너로 드라마 들어간 다 했더니 소속사 영입했네 김수현 형 영화도 그렇고 김수현 한테 숟가락 올리고 도움이 안 되네	1
어찌 됐든 변기 유천 같은 과거 약쟁이 연예인 아님	4
어쩌라고 더럽게 안 어울리네ㅋㅋ 결혼해도 금방 헤어질 상이 다 ㅉㅉ	3
어찌 보면 세상 그 누구보다 행복하게 지 내는 듯	0
어차피 강성훈 없으면 젝키는 색깔을 잃는다 젝키가 아닌 다른 팀이 돼야 할 듯	0
어차피 별로 반성하고 싶은 맘 없는 듯 며칠 전에도 팬들이 선물 보내줬다고 잔뜩 쌓아놓고 인증하던데 ㅋㅋㅋ 저놈은 그냥 구제 불능	5
어차피 속바지인데 뭔 노출 ㅋㅋ	2
어차피 안 본 인간들이 씹어대는 거지 ㅋㅋ 본 사람들은 좋았음	7
어떻게 다들 만화랑 잘 어울리냐	0
어허 또 욕하려고 나오네	1
어휴 임하룡 선생님 땐 예능이 이렇지 않았는데 그립습니다 임짱	0
어휴 내가 다 울컥하더라 내 딸이야 하는데 ㅠ	0
어휴 시ㅎ발 것들아 하지 말라는 게 아니라 할 거면 19금을 걸라는 거잖아 최소 애들은 저런 거 못 보게 해야지	5
어휴 좀 더 어린 분 만나서 결혼하시지 ㅋㅋㅋ어휴 2세 안 볼 거예요 건 모형 여자 나이 40이면 끝난 거예요 병원 가서 검사부터 받아 보세요 임신 가능한가	2
어휴 표절 아닌데 몰아가지 좀 마라 그놈의 마녀 사냥은 더런 넘들 교묘하게 피했다는 둥 들어보고 배 박이라는 둥 댓글 삭제하겠지 아니라는 게 널리 알려지면 ㅋ	5
어휴 한참 뛰어다니며 놀 나이에 얼마나 빡세게 교육 지켯으면 저 나이에 4개국어를 애 앞날 부모 교육열에 시 달릴 거 생각하면 안타깝다	3
언니들 또 불편해	2
언니 멋져요 소두다 소두	0
언니 아프면 안 돼 요 요새 너무 열일했어 ㅜㅜㅜ	0
언니 응원해요 보고 싶어요	0
언니 이 뻐요	0
언니 힘내세요 삼가 고인의 명복을 빕니다	0
언니들 너무 미스 캐스팅 아니냐 ㅋㅋ 이모급이네	3
언론 앞이니 모였다에 소중한 한 표	1
언제까지 부모 죄르 자식 죄루 계속해서 낚 시질인지 ㅜ 그냥 티브이 나오는 마담이 싫다고 하는 것 같아 보임 ㅜ	0
언제까지 우려 먹을 거지 1박 2일 때도 그렇고 뭔 강호동하고 이 만기만 만났다 하면 콩트 찍는 것도 아니고 나 참	0
언제나 오는 고 보고 싶어요 두 분	0
언제는 사귀는 거 아니라며 ㅋㅋㅋ 뻔한 거짓말을 왜 하는지 ㅉㅉㅉ 여하튼 남자가 인신공격은 성공했구먼	2
언제 봐도 눈부신 여신	0
언제부터 맹세한다는 의미가 약속한다는 의미와 동일시됐냐 ㅋㅋㅋ 지 랄 났다 진 짴ㅋㅋㅋㅈ 달렸다고 한 마음으로 실드 쳐주는 것 봐라 ㅋ 어이가 없네ㅋㅋㅋ	2
언제부터 청년사업가가 돈 많은 젊은 사람이 사업할 때 쓰는 단어가 됐냐	3
언제부터 혼 전 임신이 경사가 됐냐 ㅎ 밥은 먹고 다니냐 보니 살림 기본이 안 되어 있더구먼 ㅉ	6
언제 적 투 애니 원이냐 ㅋㅋㅋ 전국노래자랑이나 가요무대 나가면 되겠네 가요 프로 나왔다가 얼마나 까이려고 늙었다고 이 제 30대 후반이지	3
언젠가는 젊은 여자가 좋다는 걸 알겠지	2
언젠가부터 안 보게 되네 나 잼	0
언젠간 어떤 남자에게 소유물이 되겠지 영 노처녀는 안 될 거 아니냐 김태희도 결혼할 판에 김태희는 비 소유물이다	2
언플쩌네 ㅋ 본 사람들 전부 재밌다고 하는 사람이 없던데 ㅡㅡ	4
얼굴 넓이 봐라 축구해도 되겠다	1
얼굴 돼지상 일 땐 비호감이었는데 계속 유지 바랍니다	5
얼굴 몸매 모든 게 아름다워요 세 젤 예 행복하세요	0
얼굴 못생긴 오크들 또 댓글에서 열폭 하네	4
얼굴 알려진 사람이 저렇게까지 하는 이유가 분명 있겠지 먼가 있을 것 같네	0
얼굴 옆 모습은 두껍고 아저씨 얼굴처럼 발달하고 앞 모습은 갸름하고 코는 되게 크고 찔 쪽 하고 허리 둘레 20센티 그런 년은 한국 년 맞냐	2
얼굴 왜 저래	5
얼굴 큰 아재가 미인을 얻었네 부자냐	6
얼굴 터지려 그러네 ㅋㅋㅋ 누가 마약 해서 투 애니 원이 박살 났을까 ㅋㅋㅋ	5
얼굴도 정말 미인인데다 똑똑하기까지 정말 부럽습니다	0
얼굴도 착하게 생겼는데 그럴 사람이 아니죠 뭔가 오해가 있는 간 같은데 정준영 잘생겼고 절대 그럴 사람이 아니에 요	0
얼굴도 마음도 이 쁘다 심지어 이름도 이 쁘다	0
얼굴 별로 노래별로 연기별로 그냥 키만큼	1
얼굴에 입체감이 없네요 제가 더 잘생긴 듯	1
얼굴에 칼댔네	3
얼굴은 좀 평범해서 조연 정도 유지할 듯	0
얼굴은 진짜 매력적이게 생겼지	0
얼굴을 갈아 엎든 입술에 뭘 넣든 무슨 상관들인지 그리고 자기가 진짜 안 했든 밝히기 싫어서 그런 거든 욕할 것들은 아니지 남한테 피해 안 주고 자기 돈 시간 들여 했음 오지랖 떨지 말고 이러쿵저러쿵하지 마라	1
얼굴을 갈아엎었네	5
얼굴의 조화가 뭔가 아쉬운 형 ㅡㅡ	3
얼굴이 무섭 ㅜㅜ	0
얼굴이 차우찬	0
얼굴형 예쁘고 몸매에 조금만 고치면 대한민국 여신 될 텐데 데뷔해서부터 안 고치는 거 대단	6
어 나경원 자는 왜 온 거야 집에 서서 애나 보지	6
얼마 못 살고 이혼할 거 같긴 하지만 뭐 그것 또한 자기들이 선택한 거니	1
얼마 안 돼서 또 다른 기 사 나올 듯 어릴 때 철 없이 하면 다 그런 가 봄	3
얼마나 거지 같은 티브이로 보면 다들 안 들린다는 투정뿐이야 좋은 거 하나 사라 거지들아	3
얼마나 뚜껑 열리게 했으면	0
얼마나 박대 가리면 떨어 지 누 ㅋㅋㅋ	5
얼마나 압도 했으면 이런 기 사도 나왔겠어 ㅋ 효린 이 쁘기만 하구먼 연예 대상 측도 효린이 이런 스타일의 무대하는 거를 몰라서 불렀겠냐 아침부터 왜들 유난인지 어휴	0
얼마나 할 일이 없으면 직업이 일까	3
얼마나 고문을 당했으면 대만의사를 부를까 차라리 한국에 와서 치료받고 한국 남자랑 결혼해버리지 나랑 결혼하면 행복할 텐데	3
얼마 만에 보는 배우 다운 비주얼이냐 둘 얼굴만 봐도 존 잼 송혜교 분위기 죽인 다 고급 진 얼굴	7
얼마 전 박서준 박민영 열애설 때 사람들이 거짓말하는 거 싫다고 나중에 밝혀지면 더 화난다 이런 식 반응이었는데 그거 보고 현아가 솔직하게 밝힌 거 같은데 팬 연령층에 따라 다른 듯	0
얼 씨 구 씨 구 들어간 다 절 씨 구 씨 구 들어간 다 작년에 왔던 각설이 죽 지도 않고 또 왔네	0
얼음물 맞고 기부들도 하는지 모르겠네요 건물 지을 기부금을 모으기 위해 하는 건데 그냥 물만 맞고 말면 도대체 돈은 누가 내는지	0
엄마 닮아서 길쭉하니 이 쁘네요	0
엄마 돌아가시고 나서야 후회해봤자 아무런 소용 없어요 살아 계실 때 잘해주세요 미우나 고우나 윤정 씨 당신을 낳아준 엄마입니다	0
엄마 성을 따랐나 너희 아버지 뭐 하시노	2
엄마 없다	3
엄마 크 팝 시절 생각나네요 지금도 예뻐요 그리고 악플 좀 달지 마세요 가족은 건 드리는 거 아닙니다 누가 님들 가족 욕한다고 생각해보세요 조그마한 아기한테 욕은 심하잖아요 ㅠㅠ	0
엄마 아빠가 잘 웃으니 하은이도 밝은 웃음이 예쁘네요	0
엄마가 실종됐는데 잠이 오니 제사 안 지내고 딸한테 말도 없이 밥 봉사하고 있다는 것도 어이없고 그 와중에 차 서방한테 전화 어떻게든 엮으려고 억지로 끼워 맞추기 하지 맙시다 오늘 꺼 별로였어요	1
엄마가 예뻐서 아가들도 예뻐요	0
엄마가 황신혜인데 구찌 옷이 대수겠냐 이쁘다	0
엄마나 딸이나 똑같네 엄마도 너무 하고 장윤정은 넘치는 게 돈인데 애초에 여기까지 온 게 둘 다 똑같은 것 같은 데	3
엄마는 저렇게 나 이 쁜데 너무 이쁘다	0
엄마 닮아서 천만 다행	0
엄마랑 붕어빵은 아니네요 ㅠㅠ 안타깝다 ㅠㅠ	0
엄마로써 느끼는 행복은 여자로 태어나 내가 누릴 수 있는 최고의 기쁨 그거 자기 기준이지 아닌 사람들도 있어요 너무 세상 다 아는 척 난	1
엄마의 인기를 등에 업고 관종이네 관심 없다	1
엄마한테 잘해야 해요	0
엄벌에 처해 주세요	0
엄연히 따지면 승리는 돈 벌자 고 범죄를 묵인 한 거고 얘는 지가 재미로 저지른 거지	0
엄태웅은 집에 임신한 부인이 있었고 박유천은 약혼자가 옆에 있었고 김흥국은 마누라가 몇 년째 외국에 있고 의 차이	1
엄하게 꾸짖는 것보다 따뜻한 말 한마디가 나를 타인을 세상을 바꾸는 진리 감동 ㅜㅜ	0
엄현경 진정 연기자가 맞긴 하냐	1
업소 여자라며 업소 여자는 뭐 하는 사람인데 ㅋ 그리고 왜 변호사가 하필 강용석인데 ㅋ	2
엌ㅋㅋㅋ 정말 닮았다 그리고 뭐가 아깝냐느니 그런 소리 좀 하지 마라 진짜	0
에고 김진아 씨가 아깝다	0
에구 설리야 예수님 손을 붙잡았어야지 고블린 뮤비는 진짜 이 상했어 왜 이상한 사탄 숭배 회사 소굴에 계속 머물러서 ㅠㅠㅠㅡㅜ	4
에구 절대 말 썩어서 득이 없는 인간을 대하는 임 블리 힘내세요	0
에구 초기에 유산할 수도 있는데 떠벌리지 말지	1
에구 어린 아들 때문에 편히 눈 감지 못하셨겠네요 이를 어째 주변의 도움으로 아이가 씩씩 하게 성장하기를 바랄 게요 재근 씨는 아이 맘 속에 영원히 살아 계실 거예요 명복을 빕니다	0
에라 인간아	1
에로영화 처제의 유혹	2
에릭 결혼했어	0
세림이 워낙 티브이에서 아기 때부터 봐와서 자그마하게 정이 가 긴 하는데 열심히 해봐라 ㅡㅜ	0
